Weight_Index,Value
1958,-16.0
1959,25.0
1960,-11.0
1961,-12.0
1962,10.0
1963,18.0
1964,-6.0
1965,0.0
1966,-10.0
1967,13.0
1968,16.0
1969,-12.0
1970,-25.0
1971,24.0
1972,14.0
1973,21.0
1974,-25.0
1975,-14.0
1976,10.0
1977,-6.0
1978,-11.0
1979,8.0
1980,6.0
1981,8.0
1982,-32.0
1983,16.0
1984,-20.0
1985,5.0
1986,2.0
1987,15.0
1988,-13.0
1989,-4.0
1990,0.0
1991,19.0
1992,16.0
1993,-8.0
1994,5.0
1995,-6.0
1996,11.0
1997,-9.0
1998,3.0
1999,-5.0
2000,27.0
2001,-2.0
2002,-9.0
2003,-13.0
2004,27.0
2005,-27.0
2006,-24.0
2007,25.0
2008,-12.0
2009,-11.0
2010,5.0
2011,7.0
2012,13.0
2013,15.0
2014,-25.0
2015,2.0
2016,8.0
2017,0.0
2018,1.0
2019,-6.0
2020,9.0
2021,-13.0
2022,0.0
2023,17.0
2024,1.0
2025,-5.0
2026,-11.0
2027,18.0
2028,6.0
2029,2.0
2030,-1.0
2031,-2.0
2032,0.0
2033,-20.0
2034,-14.0
2035,34.0
2036,10.0
2037,15.0
2038,-30.0
2039,13.0
2040,0.0
2041,-6.0
2042,-7.0
2043,10.0
2044,17.0
2045,8.0
2046,-6.0
2047,-13.0
2048,4.0
2049,-9.0
2050,-6.0
2051,18.0
2052,17.0
2053,5.0
2054,-7.0
2055,-11.0
2056,-6.0
2057,-8.0
2058,16.0
2059,1.0
2060,12.0
2061,-10.0
2062,-5.0
2063,4.0
2064,-4.0
2065,-14.0
2066,21.0
2067,5.0
2068,-9.0
2069,7.0
2070,2.0
2071,-4.0
2072,-7.0
2073,11.0
2074,-9.0
2075,8.0
2076,11.0
2077,-32.0
2078,-1.0
2079,21.0
2080,12.0
2081,-12.0
2082,-1.0
2083,2.0
2084,25.0
2085,-12.0
2086,-1.0
2087,-9.0
2088,5.0
2089,6.0
2090,-19.0
2091,14.0
2092,6.0
2093,-14.0
2094,-17.0
2095,24.0
2096,5.0
2097,12.0
2098,-38.0
2099,17.0
2100,18.0
2101,2.0
2102,-33.0
2103,21.0
2104,26.0
2105,-13.0
2106,-12.0
2107,8.0
2108,28.0
2109,7.0
2110,-30.0
2111,-2.0
2112,7.0
2113,-2.0
2114,-6.0
2115,8.0
2116,-5.0
2117,0.0
2118,-11.0
2119,12.0
2120,14.0
2121,19.0
2122,-8.0
2123,-12.0
2124,20.0
2125,0.0
2126,-24.0
2127,6.0
2128,24.0
2129,-14.0
2130,-3.0
2131,1.0
2132,29.0
2133,-25.0
2134,18.0
2135,-18.0
2136,4.0
2137,18.0
2138,-15.0
2139,-12.0
2140,21.0
2141,-1.0
2142,-13.0
2143,2.0
2144,2.0
2145,9.0
2146,-2.0
2147,-2.0
2148,13.0
2149,-2.0
2150,1.0
2151,-5.0
2152,6.0
2153,-26.0
2154,16.0
2155,8.0
2156,4.0
2157,-19.0
2158,18.0
2159,-2.0
2160,23.0
2161,6.0
2162,-20.0
2163,-7.0
2164,8.0
2165,-10.0
2166,12.0
2167,3.0
2168,11.0
2169,-15.0
2170,29.0
2171,-19.0
2172,9.0
2173,-14.0
2174,9.0
2175,-6.0
2176,19.0
2177,-4.0
2178,-15.0
2179,0.0
2180,11.0
2181,5.0
2182,-5.0
2183,-7.0
2184,18.0
2185,-13.0
2186,5.0
2187,1.0
2188,33.0
2189,-22.0
2190,-15.0
2191,6.0
2192,32.0
2193,-34.0
2194,4.0
2195,8.0
2196,38.0
2197,-15.0
2198,-7.0
2199,-10.0
2200,-4.0
2201,-19.0
2202,14.0
2203,14.0
2204,-10.0
2205,-1.0
2206,-12.0
2207,24.0
2208,-1.0
2209,-39.0
2210,11.0
2211,37.0
2212,0.0
2213,-15.0
2214,15.0
2215,-1.0
2216,2.0
2217,-3.0
2218,21.0
2219,-14.0
2220,30.0
2221,-12.0
2222,-2.0
2223,-3.0
2224,17.0
2225,-5.0
2226,2.0
2227,-3.0
2228,-1.0
2229,4.0
2230,-1.0
2231,3.0
2232,17.0
2233,-27.0
2234,5.0
2235,11.0
2236,17.0
2237,-31.0
2238,-2.0
2239,21.0
2240,-11.0
2241,-6.0
2242,17.0
2243,-3.0
2244,7.0
2245,-8.0
2246,15.0
2247,-6.0
2248,-17.0
2249,3.0
2250,11.0
2251,7.0
2252,11.0
2253,-13.0
2254,11.0
2255,-12.0
2256,-11.0
2257,12.0
2258,3.0
2259,0.0
2260,9.0
2261,-14.0
2262,6.0
2263,14.0
2264,-5.0
2265,-13.0
2266,2.0
2267,17.0
2268,13.0
2269,6.0
2270,-14.0
2271,1.0
2272,9.0
2273,-4.0
2274,13.0
2275,-7.0
2276,-8.0
2277,10.0
2278,13.0
2279,-14.0
2280,6.0
2281,9.0
2282,-2.0
2283,-10.0
2284,17.0
2285,-6.0
2286,31.0
2287,-24.0
2288,7.0
2289,-12.0
2290,11.0
2291,3.0
2292,18.0
2293,-3.0
2294,-17.0
2295,7.0
2296,8.0
2297,-9.0
2298,5.0
2299,5.0
2300,10.0
2301,-1.0
2302,-18.0
2303,14.0
2304,17.0
2305,-9.0
2306,-3.0
2307,5.0
2308,12.0
2309,-44.0
2310,20.0
2311,24.0
2312,4.0
2313,4.0
2314,22.0
2315,-20.0
2316,29.0
2317,12.0
2318,-17.0
2319,-7.0
2320,-4.0
2321,-8.0
2322,-12.0
2323,32.0
2324,10.0
2325,4.0
2326,-4.0
2327,-7.0
2328,30.0
2329,-21.0
2330,-17.0
2331,16.0
2332,17.0
2333,-5.0
2334,3.0
2335,1.0
2336,14.0
2337,-18.0
2338,10.0
2339,-2.0
2340,18.0
2341,0.0
2342,1.0
2343,-4.0
2344,6.0
2345,16.0
2346,-1.0
2347,1.0
2348,2.0
2349,-4.0
2350,6.0
2351,7.0
2352,18.0
2353,20.0
2354,-16.0
2355,-6.0
2356,24.0
2357,-22.0
2358,1.0
2359,14.0
2360,15.0
2361,-2.0
2362,-5.0
2363,5.0
2364,22.0
2365,5.0
2366,-22.0
2367,9.0
2368,0.0
2369,-29.0
2370,34.0
2371,17.0
2372,10.0
2373,5.0
2374,-4.0
2375,7.0
2376,23.0
2377,4.0
2378,-9.0
2379,1.0
2380,17.0
2381,-13.0
2382,24.0
2383,-7.0
2384,30.0
2385,-14.0
2386,-4.0
2387,3.0
2388,-4.0
2389,-4.0
2390,16.0
2391,8.0
2392,8.0
2393,12.0
2394,-4.0
2395,0.0
2396,7.0
2397,-15.0
2398,11.0
2399,4.0
2400,27.0
2401,-15.0
2402,-5.0
2403,17.0
2404,14.0
2405,-2.0
2406,7.0
2407,-4.0
2408,13.0
2409,10.0
2410,-10.0
2411,6.0
2412,16.0
2413,10.0
2414,15.0
2415,-25.0
2416,25.0
2417,-6.0
2418,9.0
2419,-19.0
2420,9.0
2421,-12.0
2422,25.0
2423,-10.0
2424,-16.0
2425,4.0
2426,19.0
2427,11.0
2428,-11.0
2429,-7.0
2430,28.0
2431,13.0
2432,4.0
2433,8.0
2434,18.0
2435,-10.0
2436,-2.0
2437,41.0
2438,-35.0
2439,16.0
2440,29.0
2441,2.0
2442,-14.0
2443,8.0
2444,23.0
2445,2.0
2446,-16.0
2447,2.0
2448,15.0
2449,16.0
2450,-3.0
2451,-11.0
2452,-8.0
2453,2.0
2454,8.0
2455,11.0
2456,16.0
2457,-2.0
2458,4.0
2459,2.0
2460,10.0
2461,0.0
2462,17.0
2463,-6.0
2464,9.0
2465,-2.0
2466,6.0
2467,19.0
2468,17.0
2469,-4.0
2470,3.0
2471,4.0
2472,13.0
2473,-14.0
2474,11.0
2475,8.0
2476,10.0
2477,-8.0
2478,9.0
2479,10.0
2480,18.0
2481,7.0
2482,2.0
2483,-6.0
2484,20.0
2485,-24.0
2486,19.0
2487,6.0
2488,21.0
2489,-25.0
2490,9.0
2491,21.0
2492,3.0
2493,-30.0
2494,21.0
2495,23.0
2496,7.0
2497,-2.0
2498,-9.0
2499,16.0
2500,-18.0
2501,0.0
2502,1.0
2503,32.0
2504,6.0
2505,7.0
2506,-16.0
2507,19.0
2508,0.0
2509,-9.0
2510,-9.0
2511,41.0
2512,20.0
2513,-10.0
2514,10.0
2515,-1.0
2516,6.0
2517,0.0
2518,5.0
2519,1.0
2520,9.0
2521,7.0
2522,-1.0
2523,-7.0
2524,2.0
2525,-2.0
2526,22.0
2527,-1.0
2528,20.0
2529,1.0
2530,12.0
2531,-11.0
2532,9.0
2533,7.0
2534,4.0
2535,-1.0
2536,17.0
2537,-16.0
2538,17.0
2539,1.0
2540,1.0
2541,-6.0
2542,27.0
2543,-8.0
2544,6.0
2545,-26.0
2546,16.0
2547,18.0
2548,-9.0
2549,4.0
2550,8.0
2551,13.0
2552,6.0
2553,-36.0
2554,6.0
2555,46.0
2556,20.0
2557,-15.0
2558,7.0
2559,13.0
2560,2.0
2561,-13.0
2562,10.0
2563,15.0
2564,-2.0
2565,-7.0
2566,15.0
2567,6.0
2568,1.0
2569,-7.0
2570,-24.0
2571,43.0
2572,21.0
2573,-20.0
2574,-2.0
2575,8.0
2576,2.0
2577,-15.0
2578,-2.0
2579,25.0
2580,3.0
2581,-6.0
2582,12.0
2583,3.0
2584,0.0
2585,-6.0
2586,-13.0
2587,23.0
2588,-3.0
2589,-6.0
2590,6.0
2591,26.0
2592,-8.0
2593,-16.0
2594,9.0
2595,47.0
2596,5.0
2597,-41.0
2598,11.0
2599,40.0
2600,-19.0
2601,-10.0
2602,-10.0
2603,52.0
2604,32.0
2605,-13.0
2606,-13.0
2607,8.0
2608,46.0
2609,-2.0
2610,-9.0
2611,-20.0
2612,19.0
2613,-30.0
2614,-9.0
2615,33.0
2616,11.0
2617,-5.0
2618,-8.0
2619,11.0
2620,-13.0
2621,-22.0
2622,1.0
2623,35.0
2624,3.0
2625,7.0
2626,14.0
2627,-4.0
2628,-10.0
2629,-3.0
2630,-2.0
2631,23.0
2632,3.0
2633,-19.0
2634,14.0
2635,16.0
2636,1.0
2637,-5.0
2638,9.0
2639,8.0
2640,5.0
2641,18.0
2642,-19.0
2643,12.0
2644,12.0
2645,-6.0
2646,-17.0
2647,22.0
2648,6.0
2649,-18.0
2650,6.0
2651,10.0
2652,38.0
2653,-55.0
2654,22.0
2655,1.0
2656,19.0
2657,-14.0
2658,-13.0
2659,13.0
2660,18.0
2661,-9.0
2662,-8.0
2663,0.0
2664,4.0
2665,19.0
2666,-10.0
2667,-2.0
2668,14.0
2669,138.0
2670,-157.0
2671,15.0
2672,23.0
2673,-1.0
2674,14.0
2675,-23.0
2676,18.0
2677,-24.0
2678,-15.0
2679,25.0
2680,6.0
2681,-19.0
2682,11.0
2683,17.0
2684,6.0
2685,-7.0
2686,-11.0
2687,26.0
2688,20.0
2689,-14.0
2690,-15.0
2691,24.0
2692,20.0
2693,-21.0
2694,-10.0
2695,27.0
2696,30.0
2697,-16.0
2698,14.0
2699,-18.0
2700,21.0
2701,-24.0
2702,-10.0
2703,23.0
2704,5.0
2705,-21.0
2706,-205.0
2707,46.0
2708,12.0
2709,8.0
2710,-11.0
2711,4.0
2712,14.0
2713,-15.0
2714,-6.0
2715,18.0
2716,26.0
2717,1.0
2718,-32.0
2719,8.0
2720,9.0
2721,-21.0
2722,-17.0
2723,38.0
2724,16.0
2725,-16.0
2726,-10.0
2727,25.0
2728,23.0
2729,-15.0
2730,-11.0
2731,25.0
2732,-5.0
2733,8.0
2734,-11.0
2735,26.0
2736,22.0
2737,-7.0
2738,-25.0
2739,18.0
2740,33.0
2741,-25.0
2742,-10.0
2743,13.0
2744,-1.0
2745,-17.0
2746,-8.0
2747,35.0
2748,16.0
2749,7.0
2750,-20.0
2751,8.0
2752,9.0
2753,-17.0
2754,-6.0
2755,18.0
2756,13.0
2757,-4.0
2758,0.0
2759,0.0
2760,14.0
2761,-31.0
2762,-13.0
2763,33.0
2764,2.0
2765,-12.0
2766,-22.0
2767,39.0
2768,6.0
2769,-33.0
2770,11.0
2771,21.0
2772,17.0
2773,-12.0
2774,-6.0
2775,6.0
2776,1.0
2777,1.0
2778,-5.0
2779,7.0
2780,-7.0
2781,5.0
2782,-9.0
2783,6.0
2784,5.0
2785,0.0
2786,-8.0
2787,-4.0
2788,3.0
2789,-20.0
2790,-1.0
2791,16.0
2792,14.0
2793,-25.0
2794,3.0
2795,13.0
2796,13.0
2797,-15.0
2798,20.0
2799,-10.0
2800,31.0
2801,-16.0
2802,12.0
2803,-19.0
2804,36.0
2805,-31.0
2806,-5.0
2807,-5.0
2808,15.0
2809,-23.0
2810,-14.0
2811,24.0
2812,20.0
2813,4.0
2814,-12.0
2815,-7.0
2816,0.0
2817,0.0
2818,-7.0
2819,8.0
2820,6.0
2821,2.0
2822,-15.0
2823,13.0
2824,42.0
2825,0.0
2826,-21.0
2827,-24.0
2828,19.0
2829,-15.0
2830,-22.0
2831,18.0
2832,26.0
2833,-17.0
2834,-10.0
2835,8.0
2836,53.0
2837,-42.0
2838,-19.0
2839,4.0
2840,25.0
2841,-19.0
2842,-1.0
2843,-10.0
2844,23.0
2845,-18.0
2846,-22.0
2847,17.0
2848,26.0
2849,-1.0
2850,-13.0
2851,-15.0
2852,31.0
2853,11.0
2854,-6.0
2855,-43.0
2856,36.0
2857,-23.0
2858,-11.0
2859,-2.0
2860,11.0
2861,1.0
2862,-21.0
2863,8.0
2864,15.0
2865,4.0
2866,-19.0
2867,2.0
2868,23.0
2869,-2.0
2870,-33.0
2871,9.0
2872,36.0
2873,-14.0
2874,-30.0
2875,11.0
2876,8.0
2877,-4.0
2878,-25.0
2879,21.0
2880,15.0
2881,16.0
2882,-15.0
2883,-20.0
2884,-1.0
2885,4.0
2886,-2.0
2887,4.0
2888,11.0
2889,0.0
2890,-15.0
2891,3.0
2892,8.0
2893,-2.0
2894,-15.0
2895,20.0
2896,3.0
2897,-14.0
2898,-12.0
2899,20.0
2900,-5.0
2901,-6.0
2902,2.0
2903,5.0
2904,1.0
2905,-9.0
2906,0.0
2907,12.0
2908,-27.0
2909,72.0
2910,-53.0
2911,4.0
2912,-26.0
2913,5.0
2914,-1.0
2915,24.0
2916,-23.0
2917,-3.0
2918,-2.0
2919,33.0
2920,3.0
2921,-6.0
2922,1.0
2923,12.0
2924,0.0
2925,3.0
2926,-2.0
2927,0.0
2928,-9.0
2929,2.0
2930,4.0
2931,-8.0
2932,28.0
2933,-30.0
2934,-10.0
2935,14.0
2936,2.0
2937,2.0
2938,-8.0
2939,14.0
2940,-7.0
2941,-9.0
2942,14.0
2943,5.0
2944,26.0
2945,7.0
2946,-8.0
2947,-23.0
2948,-12.0
2949,-11.0
2950,-5.0
2951,23.0
2952,-3.0
2953,-12.0
2954,-1.0
2955,6.0
2956,-20.0
2957,5.0
2958,-2.0
2959,23.0
2960,3.0
2961,0.0
2962,-20.0
2963,11.0
2964,-2.0
2965,1.0
2966,10.0
2967,-16.0
2968,25.0
2969,-9.0
2970,-13.0
2971,1.0
2972,16.0
2973,-7.0
2974,-13.0
2975,5.0
2976,5.0
2977,-5.0
2978,-2.0
2979,5.0
2980,13.0
2981,-4.0
2982,-5.0
2983,-5.0
2984,-2.0
2985,-5.0
2986,38.0
2987,-35.0
2988,25.0
2989,11.0
2990,-39.0
2991,0.0
2992,7.0
2993,-9.0
2994,-8.0
2995,9.0
2996,25.0
2997,-8.0
2998,1.0
2999,-18.0
3000,31.0
3001,-15.0
3002,-25.0
3003,6.0
3004,17.0
3005,27.0
3006,-35.0
3007,-18.0
3008,26.0
3009,-13.0
3010,1.0
3011,-9.0
3012,13.0
3013,13.0
3014,-10.0
3015,-8.0
3016,14.0
3017,-16.0
3018,-17.0
3019,11.0
3020,5.0
3021,-3.0
3022,-1.0
3023,-2.0
3024,5.0
3025,9.0
3026,-20.0
3027,9.0
3028,26.0
3029,-2.0
3030,-20.0
3031,-9.0
3032,-6.0
3033,-2.0
3034,3.0
3035,4.0
3036,16.0
3037,20.0
3038,-12.0
3039,-24.0
3040,-11.0
3041,13.0
3042,14.0
3043,-9.0
3044,15.0
3045,12.0
3046,-12.0
3047,-16.0
3048,15.0
3049,1.0
3050,7.0
3051,-22.0
3052,-15.0
3053,14.0
3054,-9.0
3055,11.0
3056,16.0
3057,-2.0
3058,0.0
3059,-16.0
3060,10.0
3061,0.0
3062,-11.0
3063,0.0
3064,-1.0
3065,18.0
3066,-12.0
3067,-4.0
3068,5.0
3069,-2.0
3070,-8.0
3071,7.0
3072,11.0
3073,-3.0
3074,-3.0
3075,-2.0
3076,12.0
3077,-4.0
3078,-6.0
3079,-6.0
3080,-7.0
3081,-9.0
3082,7.0
3083,6.0
3084,-8.0
3085,5.0
3086,-5.0
3087,-5.0
3088,-8.0
3089,14.0
3090,-19.0
3091,7.0
3092,-3.0
3093,10.0
3094,-10.0
3095,4.0
3096,-18.0
3097,23.0
3098,-20.0
3099,15.0
3100,-35.0
3101,19.0
3102,5.0
3103,10.0
3104,-10.0
3105,4.0
3106,-2.0
3107,7.0
3108,3.0
3109,6.0
3110,-20.0
3111,5.0
3112,10.0
3113,-7.0
3114,-6.0
3115,3.0
3116,12.0
3117,1.0
3118,-22.0
3119,13.0
3120,30.0
3121,-11.0
3122,-1.0
3123,-11.0
3124,-2.0
3125,-9.0
3126,1.0
3127,13.0
3128,-2.0
3129,-4.0
3130,16.0
3131,-14.0
3132,0.0
3133,-7.0
3134,14.0
3135,-2.0
3136,-6.0
3137,4.0
3138,5.0
3139,0.0
3140,-4.0
3141,13.0
3142,-9.0
3143,2.0
3144,-9.0
3145,-9.0
3146,2.0
3147,12.0
3148,9.0
3149,0.0
3150,-6.0
3151,-2.0
3152,11.0
3153,-15.0
3154,1.0
3155,2.0
3156,-1.0
3157,7.0
3158,18.0
3159,-20.0
3160,-9.0
3161,-5.0
3162,-8.0
3163,18.0
3164,-13.0
3165,22.0
3166,-7.0
3167,-3.0
3168,-1.0
3169,-1.0
3170,-3.0
3171,9.0
3172,11.0
3173,1.0
3174,10.0
3175,-19.0
3176,-9.0
3177,6.0
3178,-3.0
3179,-2.0
3180,-7.0
3181,7.0
3182,-5.0
3183,0.0
3184,-13.0
3185,27.0
3186,-21.0
3187,12.0
3188,-6.0
3189,-3.0
3190,-5.0
3191,19.0
3192,8.0
3193,-13.0
3194,8.0
3195,-2.0
3196,0.0
3197,-155.0
3198,-18.0
3199,-14.0
3200,18.0
3201,-9.0
3202,-15.0
3203,8.0
3204,-1.0
3205,2.0
3206,-2.0
3207,-7.0
3208,-10.0
3209,0.0
3210,-3.0
3211,6.0
3212,-19.0
3213,16.0
3214,14.0
3215,-13.0
3216,-17.0
3217,11.0
3218,-7.0
3219,11.0
3220,-16.0
3221,13.0
3222,-11.0
3223,14.0
3224,-7.0
3225,20.0
3226,-11.0
3227,8.0
3228,-12.0
3229,-1.0
3230,-11.0
3231,22.0
3232,15.0
3233,18.0
3234,-11.0
3235,-15.0
3236,7.0
3237,-2.0
3238,-7.0
3239,-2.0
3240,21.0
3241,-4.0
3242,-10.0
3243,-6.0
3244,-11.0
3245,-3.0
3246,3.0
3247,10.0
3248,-1.0
3249,-7.0
3250,-21.0
3251,24.0
3252,-5.0
3253,-2.0
3254,-13.0
3255,26.0
3256,-14.0
3257,14.0
3258,-1.0
3259,6.0
3260,35.0
3261,-34.0
3262,5.0
3263,-6.0
3264,-29.0
3265,13.0
3266,8.0
3267,7.0
3268,-2.0
3269,7.0
3270,-14.0
3271,8.0
3272,4.0
3273,18.0
3274,-16.0
3275,1.0
3276,7.0
3277,-9.0
3278,8.0
3279,-10.0
3280,-17.0
3281,0.0
3282,26.0
3283,-10.0
3284,-8.0
3285,11.0
3286,9.0
3287,-11.0
3288,3.0
3289,24.0
3290,-14.0
3291,-10.0
3292,-13.0
3293,19.0
3294,-17.0
3295,7.0
3296,-12.0
3297,20.0
3298,0.0
3299,-19.0
3300,-19.0
3301,-1.0
3302,12.0
3303,3.0
3304,-6.0
3305,13.0
3306,2.0
3307,-12.0
3308,-14.0
3309,30.0
3310,-11.0
3311,1.0
3312,-7.0
3313,11.0
3314,13.0
3315,-18.0
3316,-11.0
3317,3.0
3318,15.0
3319,0.0
3320,-19.0
3321,8.0
3322,8.0
3323,10.0
3324,-7.0
3325,5.0
3326,-4.0
3327,5.0
3328,-9.0
3329,-8.0
3330,3.0
3331,15.0
3332,-1.0
3333,5.0
3334,2.0
3335,-7.0
3336,-15.0
3337,16.0
3338,28.0
3339,-21.0
3340,-13.0
3341,11.0
3342,-1.0
3343,3.0
3344,-19.0
3345,16.0
3346,10.0
3347,-6.0
3348,-9.0
3349,9.0
3350,-18.0
3351,26.0
3352,-22.0
3353,29.0
3354,-4.0
3355,4.0
3356,0.0
3357,29.0
3358,-5.0
3359,-4.0
3360,17.0
3361,10.0
3362,7.0
3363,-30.0
3364,-14.0
3365,23.0
3366,-2.0
3367,2.0
3368,-2.0
3369,18.0
3370,0.0
3371,9.0
3372,8.0
3373,11.0
3374,-4.0
3375,-8.0
3376,-2.0
3377,20.0
3378,-1.0
3379,-9.0
3380,10.0
3381,-1.0
3382,-4.0
3383,2.0
3384,-12.0
3385,22.0
3386,17.0
3387,-17.0
3388,2.0
3389,11.0
3390,-19.0
3391,6.0
3392,-22.0
3393,3.0
3394,23.0
3395,-8.0
3396,13.0
3397,23.0
3398,-13.0
3399,-7.0
3400,14.0
3401,-17.0
3402,2.0
3403,9.0
3404,6.0
3405,10.0
3406,6.0
3407,-20.0
3408,-9.0
3409,25.0
3410,-15.0
3411,16.0
3412,-15.0
3413,21.0
3414,4.0
3415,-1.0
3416,-26.0
3417,33.0
3418,3.0
3419,-5.0
3420,9.0
3421,12.0
3422,16.0
3423,-23.0
3424,-7.0
3425,1.0
3426,8.0
3427,7.0
3428,17.0
3429,13.0
3430,-21.0
3431,-9.0
3432,4.0
3433,4.0
3434,-6.0
3435,9.0
3436,27.0
3437,12.0
3438,-3.0
3439,-24.0
3440,0.0
3441,26.0
3442,-3.0
3443,-15.0
3444,8.0
3445,-17.0
3446,11.0
3447,6.0
3448,9.0
3449,6.0
3450,24.0
3451,-35.0
3452,10.0
3453,-14.0
3454,17.0
3455,-9.0
3456,2.0
3457,3.0
3458,8.0
3459,-7.0
3460,18.0
3461,15.0
3462,6.0
3463,-27.0
3464,5.0
3465,11.0
3466,-16.0
3467,15.0
3468,23.0
3469,7.0
3470,-20.0
3471,3.0
3472,-3.0
3473,-4.0
3474,21.0
3475,-7.0
3476,-12.0
3477,2.0
3478,14.0
3479,14.0
3480,0.0
3481,-7.0
3482,3.0
3483,10.0
3484,9.0
3485,29.0
3486,-15.0
3487,-5.0
3488,-13.0
3489,2.0
3490,11.0
3491,12.0
3492,-28.0
3493,30.0
3494,1.0
3495,4.0
3496,7.0
3497,2.0
3498,-9.0
3499,8.0
3500,-11.0
3501,6.0
3502,8.0
3503,3.0
3504,-6.0
3505,26.0
3506,-8.0
3507,5.0
3508,13.0
3509,4.0
3510,2.0
3511,-12.0
3512,-6.0
3513,9.0
3514,-7.0
3515,14.0
3516,8.0
3517,8.0
3518,16.0
3519,-30.0
3520,15.0
3521,25.0
3522,-18.0
3523,-15.0
3524,-11.0
3525,26.0
3526,7.0
3527,-8.0
3528,-5.0
3529,-3.0
3530,15.0
3531,4.0
3532,-5.0
3533,15.0
3534,-9.0
3535,11.0
3536,6.0
3537,22.0
3538,-14.0
3539,3.0
3540,-6.0
3541,35.0
3542,-11.0
3543,-5.0
3544,-25.0
3545,34.0
3546,11.0
3547,-11.0
3548,24.0
3549,7.0
3550,-6.0
3551,-15.0
3552,3.0
3553,8.0
3554,0.0
3555,-8.0
3556,-10.0
3557,34.0
3558,2.0
3559,-13.0
3560,15.0
3561,10.0
3562,-3.0
3563,-7.0
3564,-23.0
3565,17.0
3566,7.0
3567,14.0
3568,-1.0
3569,14.0
3570,-14.0
3571,12.0
3572,-14.0
3573,17.0
3574,-7.0
3575,13.0
3576,-3.0
3577,13.0
3578,3.0
3579,7.0
3580,-1.0
3581,10.0
3582,5.0
3583,2.0
3584,-19.0
3585,19.0
3586,5.0
3587,8.0
3588,-6.0
3589,-9.0
3590,29.0
3591,2.0
3592,21.0
3593,-22.0
3594,16.0
3595,9.0
3596,17.0
3597,20.0
3598,-16.0
3599,-8.0
3600,19.0
3601,15.0
3602,-18.0
3603,-3.0
3604,8.0
3605,14.0
3606,-14.0
3607,17.0
3608,3.0
3609,2.0
3610,7.0
3611,5.0
3612,-9.0
3613,31.0
3614,8.0
3615,-5.0
3616,31.0
3617,0.0
3618,0.0
3619,-12.0
3620,25.0
3621,8.0
3622,7.0
3623,-23.0
3624,3.0
3625,-4.0
3626,4.0
3627,14.0
3628,14.0
3629,-2.0
3630,13.0
3631,-10.0
3632,7.0
3633,19.0
3634,4.0
3635,-11.0
3636,-7.0
3637,21.0
3638,-16.0
3639,8.0
3640,10.0
3641,15.0
3642,0.0
3643,-14.0
3644,-16.0
3645,-1.0
3646,27.0
3647,9.0
3648,2.0
3649,16.0
3650,-8.0
3651,5.0
3652,2.0
3653,6.0
3654,4.0
3655,7.0
3656,7.0
3657,24.0
3658,-1.0
3659,-14.0
3660,23.0
3661,10.0
3662,3.0
3663,-14.0
3664,5.0
3665,7.0
3666,10.0
3667,-8.0
3668,8.0
3669,-7.0
3670,15.0
3671,2.0
3672,-3.0
3673,22.0
3674,-8.0
3675,-4.0
3676,0.0
3677,5.0
3678,10.0
3679,9.0
3680,-4.0
3681,30.0
3682,7.0
3683,-12.0
3684,-10.0
3685,11.0
3686,11.0
3687,7.0
3688,1.0
3689,1.0
3690,4.0
3691,15.0
3692,23.0
3693,16.0
3694,-6.0
3695,-12.0
3696,6.0
3697,21.0
3698,12.0
3699,-17.0
3700,1.0
3701,15.0
3702,-1.0
3703,-3.0
3704,10.0
3705,43.0
3706,-11.0
3707,-30.0
3708,2.0
3709,25.0
3710,-19.0
3711,2.0
3712,10.0
3713,1.0
3714,1.0
3715,-3.0
3716,-4.0
3717,32.0
3718,13.0
3719,-22.0
3720,-1.0
3721,17.0
3722,2.0
3723,-2.0
3724,9.0
3725,13.0
3726,-8.0
3727,-2.0
3728,-22.0
3729,2.0
3730,50.0
3731,-20.0
3732,4.0
3733,8.0
3734,16.0
3735,-13.0
3736,16.0
3737,-4.0
3738,14.0
3739,-13.0
3740,14.0
3741,-1.0
3742,-5.0
3743,4.0
3744,0.0
3745,14.0
3746,-8.0
3747,3.0
3748,-10.0
3749,-5.0
3750,26.0
3751,-5.0
3752,11.0
3753,13.0
3754,10.0
3755,-21.0
3756,5.0
3757,-15.0
3758,11.0
3759,0.0
3760,0.0
3761,-8.0
3762,6.0
3763,13.0
3764,-10.0
3765,2.0
3766,-10.0
3767,28.0
3768,-4.0
3769,3.0
3770,-2.0
3771,17.0
3772,6.0
3773,10.0
3774,-8.0
3775,1.0
3776,-8.0
3777,-3.0
3778,4.0
3779,20.0
3780,6.0
3781,21.0
3782,1.0
3783,-17.0
3784,-12.0
3785,9.0
3786,4.0
3787,8.0
3788,-7.0
3789,0.0
3790,14.0
3791,10.0
3792,10.0
3793,-9.0
3794,16.0
3795,-9.0
3796,5.0
3797,-11.0
3798,0.0
3799,15.0
3800,-8.0
3801,18.0
3802,6.0
3803,-7.0
3804,-1.0
3805,0.0
3806,13.0
3807,-2.0
3808,9.0
3809,-12.0
3810,10.0
3811,-3.0
3812,0.0
3813,5.0
3814,-2.0
3815,8.0
3816,6.0
3817,-7.0
3818,5.0
3819,8.0
3820,1.0
3821,6.0
3822,6.0
3823,-7.0
3824,-19.0
3825,-10.0
3826,21.0
3827,12.0
3828,4.0
3829,7.0
3830,7.0
3831,-8.0
3832,7.0
3833,-10.0
3834,0.0
3835,11.0
3836,-25.0
3837,32.0
3838,12.0
3839,-1.0
